,anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre
98418,16,15,146,1,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,50,  ,40,  ,2008       ,           ,           ,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Aselli Gaspare, 14                                   ",9,0,0,1
98419,16,15,146,1,4,1,   ,12,2,1,5,1,1,1,2,16,01,  ,11,  ,06,  ,2015       ,"(1986,1991]",           ,45-54,1,3,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,1,via Gallarate incrocio via Gradisca                      ,22,0,0,1
98420,16,15,146,2,4,1,   ,12,4,1,7,1,4,1,5,3,  ,  ,40,  ,55,  ,2013       ,           ,           ,55-64,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Corsica, palo luce 5595                            ",8,0,0,1
98421,16,15,146,2,4,1,   ,12,3,1,7,1,4,1,4,1,01,01,22,  ,20,  ,2011       ,"(2001,2006]",2010       ,30-44,2,1,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Rubicone, 41                                       ",9,0,0,1
98422,16,15,146,2,4,1,   ,12,4,1,4,1,4,1,5,16,  ,  ,40,  ,52,  ,2009       ,           ,           ,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,18-29, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Cassala incrocio viale Romolo                      ,10,0,0,1
98423,16,15,146,2,4,1,   ,12,3,1,5,1,1,1,5,1,  ,  ,00,  ,00,  ,2008       ,           ,           ,30-44,2,1,9,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Zuccaro incrocio via Coronelli Vincenzo Maria        ,13,0,0,1
98424,16,15,146,2,4,1,   ,12,1,1,7,1,4,1,3,1,14,  ,21,  ,20,  ,2010       ,           ,           ,65+  ,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via delle Forze Armate, 377                              ",13,0,0,1
98425,16,15,146,3,4,1,   ,12,1,1,8,1,4,1,2,1,16,  ,20,  ,23,  ,2013       ,2010       ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Parri Ferruccio, palo luce 10                        ",17,0,0,1
98426,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,4,1,01,01,11,  ,01,  ,2007       ,2011       ,2011       ,45-54,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2011,2016]",2,45-54,3, ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2011,2016]", ,     , ,2,65+  ,4, ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,4,via Bisceglie incrocio via privata Bensi Giovanni        ,19,0,0,1
98427,16,15,146,3,4,1,   ,12,4,1,7,1,4,1,10,16,  ,  ,71,  ,76,  ,2008       ,           ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Gioia Melchiorre, 72                                 ",20,0,0,1
98428,16,15,146,3,4,1,   ,12,3,1,4,1,4,1,5,15,  ,  ,40,  ,52,  ,2010       ,           ,           ,45-54,1,2,1,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,18-29, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Monte Ceneri incrocio viale Certosa                ,23,0,0,1
98431,16,15,146,4,4,1,   ,12,3,1,7,1,4,1,5,15,  ,  ,40,  ,55,  ,2015       ,           ,           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Santa Sofia, 15                                      ",10,0,0,1
98432,16,15,146,4,4,1,   ,12,2,1,4,1,4,1,10,16,  ,  ,70,  ,70,  ,"(2001,2006]",           ,           ,30-44,1,2,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Carducci Giosue incrocio piazzale Cadorna Luigi      ,16,0,0,1
98482,16,15,146,5,4,1,   ,12,1,1,5,1,1,1,2,17,01,  ,04,  ,01,  ,2013       ,2011       ,           ,18-29,1,2,2,"(2011,2016]", ,     , ,2,18-29,3, ,     , , ,     , ,0,0,0,0,45-54,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Donizetti Gaetano incrocio via Litta Pompeo          ,13,0,0,1
98488,16,15,146,5,4,1,   ,12,4,1,4,1,4,1,2,16,01,  ,01,  ,17,  ,"(2001,2006]",2014       ,           ,30-44,1,2,9,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Tripoli incrocio il medesimo piazzale           ,17,0,0,1
98489,16,15,146,7,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,00,  ,00,  ,"(2001,2006]",           ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Valle Antrona, 1                                     ",13,0,0,1
98490,16,15,146,1,4,1,   ,12,2,1,4,1,4,1,4,1,01,  ,03,  ,01,  ,"(2001,2006]",2014       ,           ,30-44,2,1,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Lombroso Cesare incrocio via Vismara Gaspare         ,9,0,0,1
98491,16,15,146,1,4,1,   ,12,2,1,3,1,4,1,5,1,  ,  ,41,  ,55,  ,2013       ,           ,           ,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,10-14, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Padova incrocio via Cavezzali Francesco              ,17,0,0,1
98492,16,15,146,1,4,1,   ,12,2,1,4,1,4,1,2,16,08,  ,15,  ,01,  ,2008       ,2015       ,           ,30-44,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Trivulzio A. Tolomeo incrocio viale Bezzi Ergisto    ,21,0,0,1
98505,16,15,146,2,4,1,   ,12,3,1,1,1,4,1,2,1,14,  ,01,  ,02,  ,           ,           ,           ,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Carnia incrocio via Deruta                           ,10,0,0,1
98506,16,15,146,2,4,1,   ,12,2,1,7,1,3,1,5,1,  ,  ,47,  ,40,  ,"(2001,2006]",           ,           ,18-29,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Lucca, 56                                            ",16,0,0,1
98507,16,15,146,2,4,1,   ,12,3,1,3,1,4,1,10,14,  ,  ,71,  ,70,  ,           ,           ,           ,65+  ,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Capecelatro Alfonso incrocio via Barelli Armida      ,17,0,0,1
98509,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,3,16,16,  ,20,  ,21,  ,2015       ,"(2001,2006]",           ,45-54,1,2,2,"(1981,1986]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(1991,1996]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Spartaco, 23                                         ",21,0,0,1
98510,16,15,146,4,4,1,   ,12,2,1,4,1,4,1,6,1,14,  ,60,  ,62,  ,2010       ,           ,           ,65+  ,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza S.Maria del Suffragio incrocio corso Ventidue Marz,10,0,0,1
98511,16,15,146,4,4,1,   ,12,3,1,4,1,4,1,3,14,08,  ,06,  ,01,  ,           ,2015       ,           ,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,5,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,corso Venezia incrocio viale Majno Luigi                 ,14,0,0,1
98513,16,15,146,5,4,1,   ,12,2,1,3,1,4,1,5,1,  ,  ,49,  ,54,  ,2013       ,           ,           ,30-44,2,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     ,3,45-54, ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Espinasse Carlo incrocio via Pantelleria           ,8,0,0,1
98514,16,15,146,5,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,49,  ,53,  ,2009       ,           ,           ,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via della Chiesa Rossa, 113                              ",21,0,0,1
98515,16,15,146,6,4,1,   ,12,2,1,7,2,4,3,6,14,04,  ,60,  ,62,  ,           ,           ,           ,30-44,2,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Torino, 64                                           ",13,0,0,1
98516,16,15,146,7,4,1,   ,12,2,1,7,1,4,1,5,3,  ,  ,40,  ,55,  ,2015       ,           ,           ,45-54,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,55-64, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"corso Matteotti Giacomo, 22                              ",13,0,0,1
98518,16,15,146,1,4,1,   ,12,3,1,3,1,3,1,8,1,  ,  ,60,  ,60,  ,2013       ,           ,           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Zurigo incrocio via della Capinera                   ,3,0,0,1
98519,16,15,146,1,4,1,   ,12,2,1,7,1,4,1,3,1,16,  ,00,  ,00,  ,"(2001,2006]","(2001,2006]",           ,30-44,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazzale Cantore Antonio, palo luce 12                   ",15,0,0,1
98520,16,15,146,1,4,1,   ,12,3,1,4,1,4,1,6,1,01,  ,64,  ,61,  ,"(2001,2006]",2010       ,           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Fermi Enrico incrocio via Brusuglio                ,22,0,0,1
98521,16,15,146,2,4,1,   ,12,3,1,7,2,4,3,4,1,01,  ,23,  ,20,  ,"(2001,2006]","(2001,2006]",           ,45-54,2,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(1991,1996]",2,15-17,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,"via Antonini Giacomo, palo luce 15 2                     ",13,0,0,1
98522,16,15,146,2,4,1,   ,12,3,1,3,2,4,1,4,15,01,  ,03,  ,01,  ,2012       ,"(2001,2006]",           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Marochetti Carlo incrocio via Avezzana Giuseppe      ,13,0,0,1
98523,16,15,146,2,4,1,   ,12,1,1,1,2,4,1,2,21,16,  ,04,  ,01,  ,2015       ,"(2001,2006]",           ,18-29,1,1,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Papiniano incrocio via Servio Tullio               ,14,0,0,1
98524,16,15,146,2,4,1,   ,12,3,1,7,2,4,1,2,17,01,  ,20,  ,36,  ,"(2001,2006]",           ,           ,55-64,1,2,2,"(1976,1981]", ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via De Amicis Edmondo, 23                                ",15,0,0,1
98525,16,15,146,2,4,1,   ,12,3,1,7,1,4,1,3,16,01,  ,20,  ,34,  ,2007       ,2009       ,           ,45-54,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"bastioni di Porta Nuova, 12                              ",17,0,0,1
98526,16,15,146,3,4,1,   ,12,1,1,3,1,4,1,5,1,  ,  ,49,  ,53,  ,"(2001,2006]",           ,           ,55-64,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,15-17, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Rombon incrocio via Passo Sella                      ,8,0,0,1
98527,16,15,146,3,4,1,   ,12,2,1,7,2,4,3,2,15,01,  ,20,  ,21,  ,"(1991,1996]",2013       ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Padova, 84                                           ",10,0,0,1
98528,16,15,146,3,4,1,   ,12,3,1,7,2,4,3,2,16,01,  ,20,  ,21,  ,2011       ,2009       ,           ,55-64,1,2,3,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Saint Bon Simone, 7                                  ",17,0,0,1
98530,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,5,16,  ,  ,40,  ,55,  ,2010       ,           ,           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Albani Francesco, 21                                 ",10,0,0,1
98531,16,15,146,4,4,1,   ,12,2,1,7,1,3,1,5,1,  ,  ,40,  ,52,  ,2008       ,           ,           ,55-64,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Quarenghi Giacomo, 34 f                              ",10,0,0,1
98535,16,15,146,4,4,1,   ,12,2,1,7,1,4,1,2,14,03,  ,25,  ,20,  ,           ,2016       ,           ,45-54,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"corso di Porta Romana, 68                                ",13,0,0,1
98536,16,15,146,4,4,1,   ,12,1,1,1,1,4,1,5,1,  ,  ,49,  ,53,  ,2011       ,           ,           ,55-64,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Lesmi incrocio via Ausonio                           ,20,0,0,1
98537,16,15,146,5,4,1,   ,12,2,1,7,1,4,1,5,1,  ,  ,40,  ,55,  ,"(2001,2006]",           ,           ,55-64,2,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via delle Forze Armate, 329                              ",11,0,0,1
